Sl/No,Date,Time,Temperature,Humidity,CO_ppb,SO2_ppb,NO2_ppb,O3_ppb,CO2_ppm,PM2.5_ug/m3,PM10_ug/m3,AQI_PM2.5,AQI_PM10,Overall_AQI,Rain_Detected
126.0,2025-02-14,17:15:12,31.2,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
126.0,2025-02-14,17:15:12,31.2,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
127.0,2025-02-14,17:15:14,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
127.0,2025-02-14,17:15:14,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
127.0,2025-02-14,17:15:14,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
128.0,2025-02-14,17:15:16,31.2,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
128.0,2025-02-14,17:15:16,31.2,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
128.0,2025-02-14,17:15:16,31.2,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
129.0,2025-02-14,17:15:19,31.2,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
129.0,2025-02-14,17:15:19,31.2,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
129.0,2025-02-14,17:15:19,31.2,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
130.0,2025-02-14,17:15:21,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
130.0,2025-02-14,17:15:21,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
130.0,2025-02-14,17:15:21,31.2,61.0,368.69,8.51,3.4,5.67,277.19,28.36,56.72,85.0,51.0,85.0,No
131.0,2025-02-14,17:15:23,31.2,61.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
131.0,2025-02-14,17:15:23,31.2,61.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
131.0,2025-02-14,17:15:23,31.2,61.0,379.81,8.76,3.51,5.84,283.6,29.22,58.43,86.0,52.0,86.0,No
132.0,2025-02-14,17:15:25,31.3,61.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
132.0,2025-02-14,17:15:25,31.3,61.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
132.0,2025-02-14,17:15:25,31.3,61.0,365.47,8.43,3.37,5.62,275.33,28.11,56.23,84.0,51.0,84.0,No
133.0,2025-02-14,17:15:27,31.3,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
133.0,2025-02-14,17:15:27,31.3,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
133.0,2025-02-14,17:15:27,31.3,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
134.0,2025-02-14,17:15:29,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
134.0,2025-02-14,17:15:29,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
134.0,2025-02-14,17:15:29,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
135.0,2025-02-14,17:15:31,31.3,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
135.0,2025-02-14,17:15:31,31.3,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
135.0,2025-02-14,17:15:31,31.3,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
136.0,2025-02-14,17:15:33,31.3,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
136.0,2025-02-14,17:15:33,31.3,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
136.0,2025-02-14,17:15:33,31.3,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
137.0,2025-02-14,17:15:36,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
137.0,2025-02-14,17:15:36,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
137.0,2025-02-14,17:15:36,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
138.0,2025-02-14,17:15:38,31.3,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
138.0,2025-02-14,17:15:38,31.3,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
138.0,2025-02-14,17:15:38,31.3,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
139.0,2025-02-14,17:15:40,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
139.0,2025-02-14,17:15:40,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
139.0,2025-02-14,17:15:40,31.3,61.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
140.0,2025-02-14,17:15:42,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
140.0,2025-02-14,17:15:42,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
140.0,2025-02-14,17:15:42,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
141.0,2025-02-14,17:15:44,31.4,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
141.0,2025-02-14,17:15:44,31.4,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
141.0,2025-02-14,17:15:44,31.4,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
142.0,2025-02-14,17:15:46,31.4,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
142.0,2025-02-14,17:15:46,31.4,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
142.0,2025-02-14,17:15:46,31.4,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
143.0,2025-02-14,17:15:48,31.4,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
143.0,2025-02-14,17:15:48,31.4,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
143.0,2025-02-14,17:15:48,31.4,61.0,369.77,8.53,3.41,5.69,277.82,28.44,56.89,85.0,51.0,85.0,No
144.0,2025-02-14,17:15:50,31.4,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
144.0,2025-02-14,17:15:50,31.4,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
144.0,2025-02-14,17:15:50,31.4,61.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
145.0,2025-02-14,17:15:52,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
145.0,2025-02-14,17:15:52,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
145.0,2025-02-14,17:15:52,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
146.0,2025-02-14,17:15:55,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
146.0,2025-02-14,17:15:55,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
146.0,2025-02-14,17:15:55,31.4,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
147.0,2025-02-14,17:15:57,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
147.0,2025-02-14,17:15:57,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
147.0,2025-02-14,17:15:57,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
148.0,2025-02-14,17:15:59,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
148.0,2025-02-14,17:15:59,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
148.0,2025-02-14,17:15:59,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
149.0,2025-02-14,17:16:01,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
149.0,2025-02-14,17:16:01,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
149.0,2025-02-14,17:16:01,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
150.0,2025-02-14,17:16:03,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
150.0,2025-02-14,17:16:03,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
150.0,2025-02-14,17:16:03,31.5,61.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
151.0,2025-02-14,17:16:05,31.5,60.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
151.0,2025-02-14,17:16:05,31.5,60.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
151.0,2025-02-14,17:16:05,31.5,60.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
152.0,2025-02-14,17:16:07,31.5,60.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
152.0,2025-02-14,17:16:07,31.5,60.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
152.0,2025-02-14,17:16:07,31.5,60.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
153.0,2025-02-14,17:16:09,31.6,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
153.0,2025-02-14,17:16:09,31.6,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
153.0,2025-02-14,17:16:09,31.6,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
154.0,2025-02-14,17:16:11,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
154.0,2025-02-14,17:16:11,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
154.0,2025-02-14,17:16:11,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
155.0,2025-02-14,17:16:14,31.6,60.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
155.0,2025-02-14,17:16:14,31.6,60.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
155.0,2025-02-14,17:16:14,31.6,60.0,371.96,8.58,3.43,5.72,279.08,28.61,57.22,85.0,52.0,85.0,No
156.0,2025-02-14,17:16:16,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
156.0,2025-02-14,17:16:16,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
156.0,2025-02-14,17:16:16,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
157.0,2025-02-14,17:16:18,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
157.0,2025-02-14,17:16:18,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
157.0,2025-02-14,17:16:18,31.6,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
158.0,2025-02-14,17:16:20,31.6,60.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
158.0,2025-02-14,17:16:20,31.6,60.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
158.0,2025-02-14,17:16:20,31.6,60.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
159.0,2025-02-14,17:16:22,31.7,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
159.0,2025-02-14,17:16:22,31.7,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
159.0,2025-02-14,17:16:22,31.7,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
160.0,2025-02-14,17:16:24,31.7,60.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
160.0,2025-02-14,17:16:24,31.7,60.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
160.0,2025-02-14,17:16:24,31.7,60.0,370.87,8.56,3.42,5.71,278.45,28.53,57.06,85.0,52.0,85.0,No
161.0,2025-02-14,17:16:26,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
161.0,2025-02-14,17:16:26,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
161.0,2025-02-14,17:16:26,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
162.0,2025-02-14,17:16:28,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
162.0,2025-02-14,17:16:28,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
162.0,2025-02-14,17:16:28,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
163.0,2025-02-14,17:16:30,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
163.0,2025-02-14,17:16:30,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
163.0,2025-02-14,17:16:30,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
164.0,2025-02-14,17:16:33,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
164.0,2025-02-14,17:16:33,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
164.0,2025-02-14,17:16:33,31.7,60.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
165.0,2025-02-14,17:16:35,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
165.0,2025-02-14,17:16:35,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
165.0,2025-02-14,17:16:35,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
166.0,2025-02-14,17:16:37,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
166.0,2025-02-14,17:16:37,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
166.0,2025-02-14,17:16:37,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
167.0,2025-02-14,17:16:39,31.8,60.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
167.0,2025-02-14,17:16:39,31.8,60.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
167.0,2025-02-14,17:16:39,31.8,60.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
168.0,2025-02-14,17:16:41,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
168.0,2025-02-14,17:16:41,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
168.0,2025-02-14,17:16:41,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
169.0,2025-02-14,17:16:43,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
169.0,2025-02-14,17:16:43,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
169.0,2025-02-14,17:16:43,31.8,60.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
170.0,2025-02-14,17:16:45,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
170.0,2025-02-14,17:16:45,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
170.0,2025-02-14,17:16:45,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
171.0,2025-02-14,17:16:47,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
171.0,2025-02-14,17:16:47,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
171.0,2025-02-14,17:16:47,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
1.0,2025-02-14,17:16:50,31.8,59.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
1.0,2025-02-14,17:16:50,31.8,59.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
1.0,2025-02-14,17:16:50,31.8,59.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
2.0,2025-02-14,17:16:52,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
2.0,2025-02-14,17:16:52,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
2.0,2025-02-14,17:16:52,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
3.0,2025-02-14,17:16:54,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
3.0,2025-02-14,17:16:54,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
3.0,2025-02-14,17:16:54,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
4.0,2025-02-14,17:16:56,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
4.0,2025-02-14,17:16:56,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
4.0,2025-02-14,17:16:56,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
5.0,2025-02-14,17:16:58,31.8,59.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
5.0,2025-02-14,17:16:58,31.8,59.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
5.0,2025-02-14,17:16:58,31.8,59.0,373.06,8.61,3.44,5.74,279.72,28.7,57.39,85.0,52.0,85.0,No
6.0,2025-02-14,17:17:00,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
6.0,2025-02-14,17:17:00,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
6.0,2025-02-14,17:17:00,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
7.0,2025-02-14,17:17:02,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
7.0,2025-02-14,17:17:02,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
7.0,2025-02-14,17:17:02,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
8.0,2025-02-14,17:17:04,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
8.0,2025-02-14,17:17:04,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
8.0,2025-02-14,17:17:04,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
9.0,2025-02-14,17:17:06,31.8,59.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
9.0,2025-02-14,17:17:06,31.8,59.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
9.0,2025-02-14,17:17:06,31.8,59.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
10.0,2025-02-14,17:17:09,31.8,59.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
10.0,2025-02-14,17:17:09,31.8,59.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
10.0,2025-02-14,17:17:09,31.8,59.0,374.17,8.63,3.45,5.76,280.35,28.78,57.57,86.0,52.0,86.0,No
11.0,2025-02-14,17:17:11,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
11.0,2025-02-14,17:17:11,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
11.0,2025-02-14,17:17:11,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
12.0,2025-02-14,17:17:13,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
12.0,2025-02-14,17:17:13,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
12.0,2025-02-14,17:17:13,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
13.0,2025-02-14,17:17:15,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
13.0,2025-02-14,17:17:15,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
13.0,2025-02-14,17:17:15,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
14.0,2025-02-14,17:17:17,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
14.0,2025-02-14,17:17:17,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
14.0,2025-02-14,17:17:17,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
15.0,2025-02-14,17:17:19,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
15.0,2025-02-14,17:17:19,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
15.0,2025-02-14,17:17:19,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
16.0,2025-02-14,17:17:21,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
16.0,2025-02-14,17:17:21,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
16.0,2025-02-14,17:17:21,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
17.0,2025-02-14,17:17:23,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
17.0,2025-02-14,17:17:23,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
17.0,2025-02-14,17:17:23,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
18.0,2025-02-14,17:17:25,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
18.0,2025-02-14,17:17:25,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
18.0,2025-02-14,17:17:25,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
19.0,2025-02-14,17:17:28,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
19.0,2025-02-14,17:17:28,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
19.0,2025-02-14,17:17:28,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
20.0,2025-02-14,17:17:30,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
20.0,2025-02-14,17:17:30,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
20.0,2025-02-14,17:17:30,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
21.0,2025-02-14,17:17:32,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
21.0,2025-02-14,17:17:32,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
21.0,2025-02-14,17:17:32,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
22.0,2025-02-14,17:17:34,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
22.0,2025-02-14,17:17:34,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
22.0,2025-02-14,17:17:34,31.8,59.0,375.29,8.66,3.46,5.77,281.0,28.87,57.74,86.0,52.0,86.0,No
23.0,2025-02-14,17:17:36,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
23.0,2025-02-14,17:17:36,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
23.0,2025-02-14,17:17:36,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
24.0,2025-02-14,17:17:38,31.8,59.0,376.41,8.69,3.47,5.79,281.64,28.95,57.91,86.0,52.0,86.0,No
